Meter ,IP ,Keys
CRYT3036466,2405:0203:c3f4:81AD:0000:0000:0000:0010,123
CRYT3159198,2405:0203:c3f9:B5AF:0000:0000:0000:0010,123
CRYT3160936,2405:0203:c3f4:F42B:0000:0000:0000:0010,123
CRYT3160397,2405:0203:c3f9:9DFB:0000:0000:0000:0010,123
CRYT3155770,2405:0203:c3f4:F603:0000:0000:0000:0010,123
CRYT3156226,2405:0203:c3f4:F6D7:0000:0000:0000:0010,123
CRYT3157396,2405:0203:c3f4:E8AB:0000:0000:0000:0010,123
CRYT3159488,2405:0203:c3f9:B8ED:0000:0000:0000:0010,123
CRYT3153652,2405:0203:c3f9:9E75:0000:0000:0000:0010,123
CRYT3151641,2405:0203:c3f9:9845:0000:0000:0000:0010,123
CRYT3043333,2405:0203:c3f4:63BD:0000:0000:0000:0010,123
CRYT3042690,2405:0203:c3f4:AB41:0000:0000:0000:0010,123
CRYT3040259,2405:0203:c3f4:BA46:0000:0000:0000:0010,123
CRYT3016537,2405:0203:c3f4:4396:0000:0000:0000:0010,123
CRYT3068008,2405:0203:c3f4:D0E1:0000:0000:0000:0010,123
CRYT3074304,2405:0203:c3f9:6E3F:0000:0000:0000:0010,123
CRYT3026925,2405:0203:c3f4:4809:0000:0000:0000:0010,123
CRYT3018001,2405:0203:c3f4:3B31:0000:0000:0000:0010,123
CRYT3017867,2405:0203:c3f4:56D4:0000:0000:0000:0010,123
CRYT3067966,2405:0203:c3f4:D127:0000:0000:0000:0010,123
CRYT3030479,2405:0203:c3f4:B797:0000:0000:0000:0010,123
CRYT3040981,2405:0203:c3f4:B2C9:0000:0000:0000:0010,123
CRYT3043486,2405:0203:c3f4:7752:0000:0000:0000:0010,123
CRYT3042490,2405:0203:c3f4:A0E5:0000:0000:0000:0010,123
CRYT3037776,2405:0203:c3f4:7E25:0000:0000:0000:0010,123
CRYT3161915,2405:0203:c3f4:E880:0000:0000:0000:0010,123
CRYT3375403,2405:0203:c3f9:1AA3:0000:0000:0000:0010,123
CRYT3027402,2405:0203:c3f4:3BA8:0000:0000:0000:0010,123
CRYT3037645,2405:0203:c3f4:7358:0000:0000:0000:0010,123
CRYT3019041,2405:0203:c3f4:5809:0000:0000:0000:0010,123
CRYT3156190,2405:0203:c3f9:B153:0000:0000:0000:0010,123
CRYT3017959,2405:0203:c3f4:5D25:0000:0000:0000:0010,123
CRYT3018143,2405:0203:c3f4:4D5A:0000:0000:0000:0010,123
CRYT3042223,2405:0203:c3f4:AC15:0000:0000:0000:0010,123
CRYT3159053,2405:0203:c3f9:B4BC:0000:0000:0000:0010,123
CRYT3157294,2405:0203:c3f4:F2EC:0000:0000:0000:0010,123
CRYT3151568,2405:0203:c3f9:A0EC:0000:0000:0000:0010,123
CRYT3160099,2405:0203:c3f9:9BA9:0000:0000:0000:0010,123
CRYT3164443,2405:0203:c3f4:E254:0000:0000:0000:0010,123
CRYT3158327,2405:0203:c3f9:AB46:0000:0000:0000:0010,123
CRYT3162151,2405:0203:c3f4:E573:0000:0000:0000:0010,123
CRYT3043119,2405:0203:c3f4:94AD:0000:0000:0000:0010,123
CRYT3153181,2405:0203:c3f9:A2B5:0000:0000:0000:0010,123
CRYT3153207,2405:0203:c3f4:F19C:0000:0000:0000:0010,123
CRYT3150204,2405:0203:c3f9:60E1:0000:0000:0000:0010,123
CRYT3152931,2405:0203:c3f4:F57F:0000:0000:0000:0010,123
CRYT3163561,2405:0203:c3f9:AB77:0000:0000:0000:0010,123
CRYT3156494,2405:0203:c3f9:ABA7:0000:0000:0000:0010,123
CRYT3155061,2405:0203:c3f4:E612:0000:0000:0000:0010,123
CRYT3162048,2405:0203:c3f4:E80A:0000:0000:0000:0010,123
CRYT3073595,2405:0203:c3f9:85D8:0000:0000:0000:0010,123
CRYT3163891,2405:0203:c3f9:B016:0000:0000:0000:0010,123
CRYT3154420,2405:0203:c3f9:A7C4:0000:0000:0000:0010,123
CRYT3038682,2405:0203:c3f4:9833:0000:0000:0000:0010,123
CRYT3038570,2405:0203:c3f4:6E03:0000:0000:0000:0010,123
CRYT3027024,2405:0203:c3f4:42E6:0000:0000:0000:0010,123
CRYT3027269,2405:0203:c3f4:4C4E:0000:0000:0000:0010,123
CRYT3065961,2405:0203:c3f4:6E5B:0000:0000:0000:0010,123
CRYT3071779,2405:0203:c3f4:8CF9:0000:0000:0000:0010,123
CRYT3070900,2405:0203:c3f4:C6FA:0000:0000:0000:0010,123
CRYT3071241,2405:0203:c3f4:C603:0000:0000:0000:0010,123
CRYT3030765,2405:0203:c3f4:B845:0000:0000:0000:0010,123
CRYT3036891,2405:0203:c3f4:6821:0000:0000:0000:0010,123
CRYT3017016,2405:0203:c3f4:5507:0000:0000:0000:0010,123
CRYT3031183,2405:0203:c3f4:BD4B:0000:0000:0000:0010,123
CRYT3030562,2405:0203:c3f4:B7A5:0000:0000:0000:0010,123
CRYT3065973,2405:0203:c3f4:6E5D:0000:0000:0000:0010,123
CRYT3041837,2405:0203:c3f4:ADE3:0000:0000:0000:0010,123
CRYT3067786,2405:0203:c3f4:D482:0000:0000:0000:0010,123
CRYT3033697,2405:0203:c3f4:AB7F:0000:0000:0000:0010,123
CRYT3025013,2405:0203:c3f4:4167:0000:0000:0000:0010,123
CRYT3032617,2405:0203:c3f4:AFD5:0000:0000:0000:0010,123
CRYT3040839,2405:0203:c3f4:B1CC:0000:0000:0000:0010,123
CRYT3065877,2405:0203:c3f4:66AB:0000:0000:0000:0010,123
CRYT3070157,2405:0203:c3f4:8080:0000:0000:0000:0010,123
CRYT3069002,2405:0203:c3f4:CEF6:0000:0000:0000:0010,123
CRYT3065718,2405:0203:c3f4:798A:0000:0000:0000:0010,123
CRYT3072677,2405:0203:c3f9:8A45:0000:0000:0000:0010,123
CRYT3043059,2405:0203:c3f4:933E:0000:0000:0000:0010,123
CRYT3074515,2405:0203:c3f9:71A2:0000:0000:0000:0010,123
CRYT3039239,2405:0203:c3f4:74EA:0000:0000:0000:0010,123
CRYT3031100,2405:0203:c3f4:BFDC:0000:0000:0000:0010,123
CRYT3158895,2405:0203:c3f4:EBC9:0000:0000:0000:0010,123
CRYT3153871,2405:0203:c3f4:F431:0000:0000:0000:0010,123
CRYT3025787,2405:0203:c3f4:4189:0000:0000:0000:0010,123
CRYT3068472,2405:0203:c3f4:D054:0000:0000:0000:0010,123
CRYT3074066,2405:0203:c3f9:6E3B:0000:0000:0000:0010,123
CRYT3065456,2405:0203:c3f4:7B91:0000:0000:0000:0010,123
CRYT3151803,2405:0203:c3f9:C216:0000:0000:0000:0010,123
CRYT3150697,2405:0203:c3f9:BFBB:0000:0000:0000:0010,123
CRYT3160694,2405:0203:c3f9:9B66:0000:0000:0000:0010,123
CRYT3163181,2405:0203:c3f9:AD3A:0000:0000:0000:0010,123
CRYT3074953,2405:0203:c3f9:8955:0000:0000:0000:0010,123
CRYT3065852,2405:0203:c3f4:66E6:0000:0000:0000:0010,123
CRYT3035424,2405:0203:c3f4:62E2:0000:0000:0000:0010,123
CRYT3034866,2405:0203:c3f4:9C36:0000:0000:0000:0010,123
CRYT3160815,2405:0203:c3f9:9E26:0000:0000:0000:0010,123
CRYT3375962,2405:0203:c3f9:D213:0000:0000:0000:0010,123
CRYT3015688,2405:0203:c3f4:5EEA:0000:0000:0000:0010,123
CRYT3039463,2405:0203:c3f4:7489:0000:0000:0000:0010,123
CRYT3029903,2405:0203:c3f4:6CD8:0000:0000:0000:0010,123
CRYT3071382,2405:0203:c3f4:CBB3:0000:0000:0000:0010,123
CRYT3408768,2405:0203:c3e1:BB12:0000:0000:0000:0010,123
CRYT3032284,2405:0203:c3f4:A563:0000:0000:0000:0010,123
CRYT3067556,2405:0203:c3f4:D38D:0000:0000:0000:0010,123
CRYT3065112,2405:0203:c3f4:7F53:0000:0000:0000:0010,123
CRYT3067437,2405:0203:c3f4:C831:0000:0000:0000:0010,123
CRYT3072764,2405:0203:c3f4:8B5A:0000:0000:0000:0010,123
CRYT3068607,2405:0203:c3f4:CF1C:0000:0000:0000:0010,123
CRYT3029675,2405:0203:c3f4:500F:0000:0000:0000:0010,123
CRYT3152148,2405:0203:c3f9:C190:0000:0000:0000:0010,123
CRYT3150458,2405:0203:c3f9:6836:0000:0000:0000:0010,123
CRYT3158056,2405:0203:c3f4:EF48:0000:0000:0000:0010,123
CRYT3158803,2405:0203:c3f4:EC08:0000:0000:0000:0010,123
CRYT3154975,2405:0203:c3f4:E800:0000:0000:0000:0010,123
CRYT3018459,2405:0203:c3f4:4607:0000:0000:0000:0010,123
CRYT3015111,2405:0203:c3f4:551F:0000:0000:0000:0010,123
CRYT3311028,2405:0203:c3fa:240A:0000:0000:0000:0010,123
CRYT3027794,2405:0203:c3f4:4A4D:0000:0000:0000:0010,123
CRYT3151538,2405:0203:c3f9:9F7A:0000:0000:0000:0010,123
CRYT3074846,2405:0203:c3f9:8911:0000:0000:0000:0010,123
CRYT3154695,2405:0203:c3f4:F23F:0000:0000:0000:0010,123
CRYT3376277,2405:0203:c3e0:C9A8:0000:0000:0000:0010,123
CRYT3154739,2405:0203:c3f4:E989:0000:0000:0000:0010,123
CRYT3017590,2405:0203:c3f4:597E:0000:0000:0000:0010,123
CRYT3043195,2405:0203:c3f4:93C8:0000:0000:0000:0010,123
CRYT3039760,2405:0203:c3f4:995C:0000:0000:0000:0010,123
CRYT3033564,2405:0203:c3f4:A0C1:0000:0000:0000:0010,123
CRYT3070664,2405:0203:c3f4:CBFC:0000:0000:0000:0010,123
CRYT3030668,2405:0203:c3f4:B89C:0000:0000:0000:0010,123
CRYT3037729,2405:0203:c3f4:732B:0000:0000:0000:0010,123
CRYT3067994,2405:0203:c3f4:D0EE:0000:0000:0000:0010,123
CRYT3069399,2405:0203:c3f4:C3C2:0000:0000:0000:0010,123
CRYT3068900,2405:0203:c3f4:CED3:0000:0000:0000:0010,123
CRYT3071256,2405:0203:c3f4:C551:0000:0000:0000:0010,123
CRYT3033699,2405:0203:c3f4:4376:0000:0000:0000:0010,123
CRYT3156409,2405:0203:c3f9:AACB:0000:0000:0000:0010,123
CRYT3154091,2405:0203:c3f9:9CCC:0000:0000:0000:0010,123
CRYT3151111,2405:0203:c3f9:BEAD:0000:0000:0000:0010,123
CRYT3044510,2405:0203:c3f4:67F1:0000:0000:0000:0010,123
CRYT3044805,2405:0203:c3f4:7A75:0000:0000:0000:0010,123
CRYT3037148,2405:0203:c3f4:7ADA:0000:0000:0000:0010,123
CRYT3067591,2405:0203:c3f4:D353:0000:0000:0000:0010,123
CRYT3073374,2405:0203:c3f9:86BA:0000:0000:0000:0010,123
CRYT3065320,2405:0203:c3f4:7E51:0000:0000:0000:0010,123
CRYT3069130,2405:0203:c3f4:CE0D:0000:0000:0000:0010,123
CRYT3152298,2405:0203:c3f9:A1FA:0000:0000:0000:0010,123
CRYT3156831,2405:0203:c3f9:B3BB:0000:0000:0000:0010,123
CRYT3156234,2405:0203:c3f9:A3E8:0000:0000:0000:0010,123
CRYT3159060,2405:0203:c3f9:B4EB:0000:0000:0000:0010,123
CRYT3152492,2405:0203:c3f9:BF5C:0000:0000:0000:0010,123
CRYT3065736,2405:0203:c3f4:6609:0000:0000:0000:0010,123
CRYT3031767,2405:0203:c3f4:B331:0000:0000:0000:0010,123
CRYT3039551,2405:0203:c3f4:78FF:0000:0000:0000:0010,123
CRYT3034667,2405:0203:c3f4:9C13:0000:0000:0000:0010,123
CRYT3035171,2405:0203:c3f4:7AA3:0000:0000:0000:0010,123
CRYT3028012,2405:0203:c3f4:53F9:0000:0000:0000:0010,123
CRYT3039188,2405:0203:c3f4:6B08:0000:0000:0000:0010,123
CRYT3026252,2405:0203:c3f4:39CD:0000:0000:0000:0010,123
CRYT3042341,2405:0203:c3f4:AFA9:0000:0000:0000:0010,123
CRYT3160333,2405:0203:c3f9:9B61:0000:0000:0000:0010,123
CRYT3160895,2405:0203:c3f4:F465:0000:0000:0000:0010,123
CRYT3031572,2405:0203:c3f4:B350:0000:0000:0000:0010,123
CRYT3070137,2405:0203:c3f4:8049:0000:0000:0000:0010,123
CRYT3065212,2405:0203:c3f4:8148:0000:0000:0000:0010,123
CRYT3041817,2405:0203:c3f4:A2EC:0000:0000:0000:0010,123
CRYT3068814,2405:0203:c3f4:D1D4:0000:0000:0000:0010,123
CRYT3073379,2405:0203:c3f9:86FA:0000:0000:0000:0010,123
CRYT3155790,2405:0203:c3f4:F5CE:0000:0000:0000:0010,123
CRYT3074464,2405:0203:c3f9:70E5:0000:0000:0000:0010,123
CRYT3155180,2405:0203:c3f4:EE95:0000:0000:0000:0010,123
CRYT3155750,2405:0203:c3f4:F5F4:0000:0000:0000:0010,123
CRYT3065031,2405:0203:c3f4:9474:0000:0000:0000:0010,123
CRYT3019227,2405:0203:c3f4:5898:0000:0000:0000:0010,123
CRYT3042121,2405:0203:c3f4:AF2A:0000:0000:0000:0010,123
CRYT3040011,2405:0203:c3f4:BAA1:0000:0000:0000:0010,123
CRYT3035047,2405:0203:c3f4:7A51:0000:0000:0000:0010,123
CRYT3156354,2405:0203:c3f9:B1DB:0000:0000:0000:0010,123
CRYT3164863,2405:0203:c3f9:B34A:0000:0000:0000:0010,123
CRYT3158338,2405:0203:c3f9:ACC5:0000:0000:0000:0010,123
CRYT3154272,2405:0203:c3f9:A329:0000:0000:0000:0010,123
CRYT3158007,2405:0203:c3f9:AABA:0000:0000:0000:0010,123
CRYT3015748,2405:0203:c3f4:564B:0000:0000:0000:0010,123
CRYT3019215,2405:0203:c3f4:591C:0000:0000:0000:0010,123
CRYT3368254,2405:0203:c3e0:FF52:0000:0000:0000:0010,123
CRYT3159418,2405:0203:c3f9:B7B1:0000:0000:0000:0010,123
CRYT3016814,2405:0203:c3f4:4445:0000:0000:0000:0010,123
CRYT3035096,2405:0203:c3f4:7A1E:0000:0000:0000:0010,123
CRYT3071657,2405:0203:c3f4:89FB:0000:0000:0000:0010,123
CRYT3066290,2405:0203:c3f4:8378:0000:0000:0000:0010,123
CRYT3070014,2405:0203:c3f4:7FE1:0000:0000:0000:0010,123
CRYT3029701,2405:0203:c3f4:5010:0000:0000:0000:0010,123
CRYT3042254,2405:0203:c3f4:AEDC:0000:0000:0000:0010,123
CRYT3039678,2405:0203:c3f4:742E:0000:0000:0000:0010,123
CRYT3025798,2405:0203:c3f4:3D42:0000:0000:0000:0010,123
CRYT3163870,2405:0203:c3f9:AFF6:0000:0000:0000:0010,123
CRYT3156004,2405:0203:c3f4:E795:0000:0000:0000:0010,123
CRYT3154637,2405:0203:c3f4:EA98:0000:0000:0000:0010,123
CRYT3073981,2405:0203:c3f9:8756:0000:0000:0000:0010,123
CRYT3157008,2405:0203:c3f9:A4CB:0000:0000:0000:0010,123
CRYT3155050,2405:0203:c3f4:E5AE:0000:0000:0000:0010,123
CRYT3157125,2405:0203:c3f9:A6FE:0000:0000:0000:0010,123
CRYT3158590,2405:0203:c3f4:EA23:0000:0000:0000:0010,123
CRYT3154448,2405:0203:c3f9:A778:0000:0000:0000:0010,123
CRYT3158649,2405:0203:c3f4:EB98:0000:0000:0000:0010,123
CRYT3043878,2405:0203:c3f4:6C0C:0000:0000:0000:0010,123
CRYT3069879,2405:0203:c3f4:C2C2:0000:0000:0000:0010,123
CRYT3072372,2405:0203:c3f9:8960:0000:0000:0000:0010,123
CRYT3033522,2405:0203:c3f4:AB7D:0000:0000:0000:0010,123
CRYT3073866,2405:0203:c3f9:8692:0000:0000:0000:0010,123
CRYT3069454,2405:0203:c3f4:C1D6:0000:0000:0000:0010,123
CRYT3038587,2405:0203:c3f4:6DE8:0000:0000:0000:0010,123
CRYT3162443,2405:0203:c3f4:F000:0000:0000:0000:0010,123
CRYT3041154,2405:0203:c3f4:B534:0000:0000:0000:0010,123
CRYT3161448,2405:0203:c3f4:F4B3:0000:0000:0000:0010,123
CRYT3160496,2405:0203:c3f9:99BA:0000:0000:0000:0010,123
CRYT3150853,2405:0203:c3f9:9FE8:0000:0000:0000:0010,123
CRYT3031446,2405:0203:c3f4:BE1B:0000:0000:0000:0010,123
CRYT3043567,2405:0203:c3f4:775B:0000:0000:0000:0010,123
CRYT3026784,2405:0203:c3f4:4BD6:0000:0000:0000:0010,123
CRYT3028183,2405:0203:c3f4:532B:0000:0000:0000:0010,123
CRYT3034480,2405:0203:c3f4:9D33:0000:0000:0000:0010,123
CRYT3067483,2405:0203:c3f4:C917:0000:0000:0000:0010,123
CRYT3040706,2405:0203:c3f4:B76D:0000:0000:0000:0010,123
CRYT3071773,2405:0203:c3f4:8CC7:0000:0000:0000:0010,123
CRYT3038523,2405:0203:c3f4:6B4C:0000:0000:0000:0010,123
CRYT3035137,2405:0203:c3f4:7E89:0000:0000:0000:0010,123
CRYT3041011,2405:0203:c3f4:B3A8:0000:0000:0000:0010,123
CRYT3019788,2405:0203:c3f4:843F:0000:0000:0000:0010,123
CRYT3032406,2405:0203:c3f4:A2FE:0000:0000:0000:0010,123
CRYT3163554,2405:0203:c3f9:AAC7:0000:0000:0000:0010,123
CRYT3155378,2405:0203:c3f4:EC8A:0000:0000:0000:0010,123
CRYT3154286,2405:0203:c3f9:A5C3:0000:0000:0000:0010,123
CRYT3025389,2405:0203:c3f4:3D0A:0000:0000:0000:0010,123
CRYT3019774,2405:0203:c3f4:8445:0000:0000:0000:0010,123
CRYT3031698,2405:0203:c3f4:A740:0000:0000:0000:0010,123
CRYT3067643,2405:0203:c3f4:D382:0000:0000:0000:0010,123
CRYT3041084,2405:0203:c3f4:B53F:0000:0000:0000:0010,123
CRYT3033739,2405:0203:c3f4:A167:0000:0000:0000:0010,123
CRYT3028711,2405:0203:c3f4:5F1E:0000:0000:0000:0010,123
CRYT3030392,2405:0203:c3f4:BB28:0000:0000:0000:0010,123
CRYT3072391,2405:0203:c3f9:898C:0000:0000:0000:0010,123
CRYT3070864,2405:0203:c3f4:C6D6:0000:0000:0000:0010,123
CRYT3038781,2405:0203:c3f4:8565:0000:0000:0000:0010,123
CRYT3071884,2405:0203:c3f4:8A5A:0000:0000:0000:0010,123
CRYT3069997,2405:0203:c3f4:C527:0000:0000:0000:0010,123
CRYT3026423,2405:0203:c3f4:3A9A:0000:0000:0000:0010,123
CRYT3026380,2405:0203:c3f4:47BE:0000:0000:0000:0010,123
CRYT3070806,2405:0203:c3f4:C314:0000:0000:0000:0010,123
CRYT3040180,2405:0203:c3f4:BAB0:0000:0000:0000:0010,123
CRYT3065715,2405:0203:c3f4:7DB6:0000:0000:0000:0010,123
CRYT3029699,2405:0203:c3f4:5019:0000:0000:0000:0010,123
CRYT3025578,2405:0203:c3f4:4D92:0000:0000:0000:0010,123
CRYT3034754,2405:0203:c3f4:8C5A:0000:0000:0000:0010,123
CRYT3032466,2405:0203:c3f4:A492:0000:0000:0000:0010,123
CRYT3037686,2405:0203:c3f4:733F:0000:0000:0000:0010,123
CRYT3034573,2405:0203:c3f4:9CAA:0000:0000:0000:0010,123
CRYT3151676,2405:0203:c3f9:98FC:0000:0000:0000:0010,123
CRYT3160935,2405:0203:c3f4:F48F:0000:0000:0000:0010,123
CRYT3162504,2405:0203:c3f4:EF22:0000:0000:0000:0010,123
CRYT3016513,2405:0203:c3f4:4543:0000:0000:0000:0010,123
CRYT3150961,2405:0203:c3f9:A10D:0000:0000:0000:0010,123
CRYT3155093,2405:0203:c3f4:E6B1:0000:0000:0000:0010,123
CRYT3155076,2405:0203:c3f4:E67D:0000:0000:0000:0010,123
CRYT3155405,2405:0203:c3f4:EE34:0000:0000:0000:0010,123
CRYT3153115,2405:0203:c3f4:F556:0000:0000:0000:0010,123
CRYT3163893,2405:0203:c3f9:B000:0000:0000:0000:0010,123
CRYT3015991,2405:0203:c3f4:5E6E:0000:0000:0000:0010,123
CRYT3017974,2405:0203:c3f4:5E63:0000:0000:0000:0010,123
CRYT3035129,2405:0203:c3f4:79EB:0000:0000:0000:0010,123
CRYT3066016,2405:0203:c3f4:72DF:0000:0000:0000:0010,123
CRYT3015072,2405:0203:c3f4:4CFD:0000:0000:0000:0010,123
CRYT3034801,2405:0203:c3f4:9C20:0000:0000:0000:0010,123
CRYT3073197,2405:0203:c3f4:CD6D:0000:0000:0000:0010,123
CRYT3037193,2405:0203:c3f4:7203:0000:0000:0000:0010,123
CRYT3072216,2405:0203:c3f4:8D07:0000:0000:0000:0010,123
CRYT3067340,2405:0203:c3f4:57FE:0000:0000:0000:0010,123
CRYT3065553,2405:0203:c3f4:7128:0000:0000:0000:0010,123
CRYT3018552,2405:0203:c3f4:525B:0000:0000:0000:0010,123
CRYT3015711,2405:0203:c3f4:6AC4:0000:0000:0000:0010,123
CRYT3150292,2405:0203:c3f9:9FC2:0000:0000:0000:0010,123
CRYT3074394,2405:0203:c3f9:6EF4:0000:0000:0000:0010,123
CRYT3160703,2405:0203:c3f9:A410:0000:0000:0000:0010,123
CRYT3153372,2405:0203:c3f9:A42F:0000:0000:0000:0010,123
CRYT3161223,2405:0203:c3f9:9C46:0000:0000:0000:0010,123
CRYT3072611,2405:0203:c3f9:885F:0000:0000:0000:0010,123
CRYT3042136,2405:0203:c3f4:AF17:0000:0000:0000:0010,123
CRYT3069824,2405:0203:c3f4:C25E:0000:0000:0000:0010,123
CRYT3034679,2405:0203:c3f4:9BFB:0000:0000:0000:0010,123
CRYT3154263,2405:0203:c3f9:A323:0000:0000:0000:0010,123
CRYT3154487,2405:0203:c3f4:ED1B:0000:0000:0000:0010,123
CRYT3151664,2405:0203:c3f9:98EC:0000:0000:0000:0010,123
CRYT3019890,2405:0203:c3f4:8486:0000:0000:0000:0010,123
CRYT3018766,2405:0203:c3f4:3F37:0000:0000:0000:0010,123
CRYT3162495,2405:0203:c3f4:EEFA:0000:0000:0000:0010,123
CRYT3065876,2405:0203:c3f4:66B0:0000:0000:0000:0010,123
CRYT3160933,2405:0203:c3f4:F49D:0000:0000:0000:0010,123
CRYT3154612,2405:0203:c3f4:F212:0000:0000:0000:0010,123
CRYT3162212,2405:0203:c3f4:E9E7:0000:0000:0000:0010,123
CRYT3159440,2405:0203:c3f9:B8E6:0000:0000:0000:0010,123
CRYT3150504,2405:0203:c3f9:5C4D:0000:0000:0000:0010,123
CRYT3041032,2405:0203:c3f4:B368:0000:0000:0000:0010,123
CRYT3067586,2405:0203:c3f4:C85A:0000:0000:0000:0010,123
CRYT3160885,2405:0203:c3f4:F4A3:0000:0000:0000:0010,123
CRYT3019649,2405:0203:c3f4:83DF:0000:0000:0000:0010,123
CRYT3040780,2405:0203:c3f4:BCFA:0000:0000:0000:0010,123
CRYT3070989,2405:0203:c3f4:C677:0000:0000:0000:0010,123
CRYT3032206,2405:0203:c3f4:A60A:0000:0000:0000:0010,123
CRYT3068832,2405:0203:c3f4:D293:0000:0000:0000:0010,123
CRYT3030807,2405:0203:c3f4:B93B:0000:0000:0000:0010,123
CRYT3155759,2405:0203:c3f4:F5BE:0000:0000:0000:0010,123
CRYT3161934,2405:0203:c3f4:E894:0000:0000:0000:0010,123
CRYT3033106,2405:0203:c3f4:A054:0000:0000:0000:0010,123
CRYT3069415,2405:0203:c3f4:C3F7:0000:0000:0000:0010,123
CRYT3070929,2405:0203:c3f4:C728:0000:0000:0000:0010,123
CRYT3068666,2405:0203:c3f4:CF09:0000:0000:0000:0010,123
CRYT3072032,2405:0203:c3f9:8BC4:0000:0000:0000:0010,123
CRYT3019425,2405:0203:c3f4:6D7F:0000:0000:0000:0010,123
CRYT3038878,2405:0203:c3f4:73F6:0000:0000:0000:0010,123
CRYT3028518,2405:0203:c3f4:58BB:0000:0000:0000:0010,123
CRYT3027856,2405:0203:c3f4:4C79:0000:0000:0000:0010,123
CRYT3156295,2405:0203:c3f9:B1A4:0000:0000:0000:0010,123
CRYT3160146,2405:0203:c3f9:A27E:0000:0000:0000:0010,123
CRYT3154610,2405:0203:c3f4:F228:0000:0000:0000:0010,123
CRYT3150133,2405:0203:c3f9:5EAA:0000:0000:0000:0010,123
CRYT3044009,2405:0203:c3f4:699B:0000:0000:0000:0010,123
CRYT3044147,2405:0203:c3f4:6A23:0000:0000:0000:0010,123
CRYT3043135,2405:0203:c3f4:976D:0000:0000:0000:0010,123
CRYT3040365,2405:0203:c3f4:C03A:0000:0000:0000:0010,123
CRYT3065605,2405:0203:c3f4:7301:0000:0000:0000:0010,123
CRYT3069205,2405:0203:c3f4:C42E:0000:0000:0000:0010,123
CRYT3073527,2405:0203:c3f9:85F7:0000:0000:0000:0010,123
CRYT3039871,2405:0203:c3f4:833A:0000:0000:0000:0010,123
CRYT3015352,2405:0203:c3f4:5297:0000:0000:0000:0010,123
CRYT3025160,2405:0203:c3f4:3BB4:0000:0000:0000:0010,123
CRYT3163287,2405:0203:c3f9:B07E:0000:0000:0000:0010,123
CRYT3155133,2405:0203:c3f4:EEAD:0000:0000:0000:0010,123
CRYT3017556,2405:0203:c3f4:5127:0000:0000:0000:0010,123
CRYT3026867,2405:0203:c3f4:4857:0000:0000:0000:0010,123
CRYT3031583,2405:0203:c3f4:B386:0000:0000:0000:0010,123
CRYT3162345,2405:0203:c3f4:EDDE:0000:0000:0000:0010,123
CRYT3155255,2405:0203:c3f4:EE2D:0000:0000:0000:0010,123
CRYT3159637,2405:0203:c3f9:BA04:0000:0000:0000:0010,123
CRYT3038966,2405:0203:c3f4:75DF:0000:0000:0000:0010,123
CRYT3066458,2405:0203:c3f4:658B:0000:0000:0000:0010,123
CRYT3071511,2405:0203:c3f4:89D0:0000:0000:0000:0010,123
CRYT3072416,2405:0203:c3f4:8D5B:0000:0000:0000:0010,123
CRYT3069500,2405:0203:c3f4:C4BC:0000:0000:0000:0010,123
CRYT3025427,2405:0203:c3f4:3C60:0000:0000:0000:0010,123
CRYT3043509,2405:0203:c3f4:786B:0000:0000:0000:0010,123
CRYT3015124,2405:0203:c3f4:3E3E:0000:0000:0000:0010,123
CRYT3027018,2405:0203:c3f4:3D86:0000:0000:0000:0010,123
CRYT3019406,2405:0203:c3f4:6D5C:0000:0000:0000:0010,123
CRYT3160148,2405:0203:c3f9:A2A0:0000:0000:0000:0010,123
CRYT3152915,2405:0203:c3f4:F528:0000:0000:0000:0010,123
CRYT3156869,2405:0203:c3f9:B3C1:0000:0000:0000:0010,123
CRYT3015663,2405:0203:c3f4:5463:0000:0000:0000:0010,123
CRYT3040885,2405:0203:c3f4:BE63:0000:0000:0000:0010,123
CRYT3018582,2405:0203:c3f4:609E:0000:0000:0000:0010,123
CRYT3150628,2405:0203:c3f9:674F:0000:0000:0000:0010,123
CRYT3152046,2405:0203:c3f9:C109:0000:0000:0000:0010,123
CRYT3158661,2405:0203:c3f4:EC29:0000:0000:0000:0010,123
CRYT3330103,2405:0203:c3f9:528C:0000:0000:0000:0010,123
CRYT3036308,2405:0203:c3f4:777B:0000:0000:0000:0010,123
CRYT3016858,2405:0203:c3f4:44A7:0000:0000:0000:0010,123
CRYT3018808,2405:0203:c3f4:5FF0:0000:0000:0000:0010,123
CRYT3071945,2405:0203:c3f9:8C01:0000:0000:0000:0010,123
CRYT3072138,2405:0203:c3f9:898E:0000:0000:0000:0010,123
CRYT3069775,2405:0203:c3f4:C261:0000:0000:0000:0010,123
CRYT3074312,2405:0203:c3f9:6DBC:0000:0000:0000:0010,123
CRYT3029811,2405:0203:c3f4:6048:0000:0000:0000:0010,123
CRYT3390481,2405:0203:c3fa:2C6B:0000:0000:0000:0010,123
CRYT3042985,2405:0203:c3f4:8BCB:0000:0000:0000:0010,123
CRYT3041393,2405:0203:c3f4:A528:0000:0000:0000:0010,123
CRYT3018555,2405:0203:c3f4:52C3:0000:0000:0000:0010,123
CRYT3154504,2405:0203:c3f4:F2A4:0000:0000:0000:0010,123
CRYT3159344,2405:0203:c3f9:B596:0000:0000:0000:0010,123
